date,city,zone,population,temperature,rainfall,water_demand_mld
2023-01-30,Chennai,Central,1750000,30.99,4.95,287.0
2023-01-30,Chennai,South,1750000,30.99,4.95,287.0
2023-01-31,Chennai,ALL,5000000,28.56,2.63,820.0
2023-01-31,Chennai,North,1500000,28.56,2.63,246.0
2023-01-31,Chennai,Central,1750000,28.56,2.63,287.0
2023-01-31,Chennai,South,1750000,28.56,2.63,287.0
2023-02-01,Chennai,ALL,5000000,26.68,0.61,820.0
2023-02-01,Chennai,North,1500000,26.68,0.61,246.0
2023-02-01,Chennai,Central,1750000,26.68,0.61,287.0
2023-02-01,Chennai,South,1750000,26.68,0.61,287.0
2023-02-02,Chennai,ALL,5000000,32.44,5.71,861.0
2023-02-02,Chennai,North,1500000,32.44,5.71,258.3
2023-02-02,Chennai,Central,1750000,32.44,5.71,301.35
2023-02-02,Chennai,South,1750000,32.44,5.71,301.35
2023-02-03,Chennai,ALL,5000000,29.78,5.01,820.0
2023-02-03,Chennai,North,1500000,29.78,5.01,246.0
2023-02-03,Chennai,Central,1750000,29.78,5.01,287.0
2023-02-03,Chennai,South,1750000,29.78,5.01,287.0
2023-02-04,Chennai,ALL,5000000,31.08,1.71,820.0
2023-02-04,Chennai,North,1500000,31.08,1.71,246.0
2023-02-04,Chennai,Central,1750000,31.08,1.71,287.0
2023-02-04,Chennai,South,1750000,31.08,1.71,287.0
2023-02-05,Chennai,ALL,5000000,31.08,6.08,779.0
2023-02-05,Chennai,North,1500000,31.08,6.08,233.7
2023-02-05,Chennai,Central,1750000,31.08,6.08,272.65
2023-02-05,Chennai,South,1750000,31.08,6.08,272.65
2023-02-06,Chennai,ALL,5000000,29.89,6.13,779.0
2023-02-06,Chennai,North,1500000,29.89,6.13,233.7
2023-02-06,Chennai,Central,1750000,29.89,6.13,272.65
2023-02-06,Chennai,South,1750000,29.89,6.13,272.65
2023-02-07,Chennai,ALL,5000000,22.14,4.64,820.0
2023-02-07,Chennai,North,1500000,22.14,4.64,246.0
2023-02-07,Chennai,Central,1750000,22.14,4.64,287.0
2023-02-07,Chennai,South,1750000,22.14,4.64,287.0
2023-02-08,Chennai,ALL,5000000,30.26,2.4,820.0
2023-02-08,Chennai,North,1500000,30.26,2.4,246.0
2023-02-08,Chennai,Central,1750000,30.26,2.4,287.0
2023-02-08,Chennai,South,1750000,30.26,2.4,287.0
2023-02-09,Chennai,ALL,5000000,30.28,0.0,820.0
2023-02-09,Chennai,North,1500000,30.28,0.0,246.0
2023-02-09,Chennai,Central,1750000,30.28,0.0,287.0
2023-02-09,Chennai,South,1750000,30.28,0.0,287.0
2023-02-10,Chennai,ALL,5000000,29.34,3.71,820.0
2023-02-10,Chennai,North,1500000,29.34,3.71,246.0
2023-02-10,Chennai,Central,1750000,29.34,3.71,287.0
2023-02-10,Chennai,South,1750000,29.34,3.71,287.0
2023-02-11,Chennai,ALL,5000000,34.43,1.96,861.0
2023-02-11,Chennai,North,1500000,34.43,1.96,258.3
2023-02-11,Chennai,Central,1750000,34.43,1.96,301.35
2023-02-11,Chennai,South,1750000,34.43,1.96,301.35
2023-02-12,Chennai,ALL,5000000,27.57,2.0,820.0
2023-02-12,Chennai,North,1500000,27.57,2.0,246.0
2023-02-12,Chennai,Central,1750000,27.57,2.0,287.0
2023-02-12,Chennai,South,1750000,27.57,2.0,287.0
2023-02-13,Chennai,ALL,5000000,32.75,3.66,861.0
2023-02-13,Chennai,North,1500000,32.75,3.66,258.3
2023-02-13,Chennai,Central,1750000,32.75,3.66,301.35
2023-02-13,Chennai,South,1750000,32.75,3.66,301.35
2023-02-14,Chennai,ALL,5000000,28.41,4.03,820.0
2023-02-14,Chennai,North,1500000,28.41,4.03,246.0
2023-02-14,Chennai,Central,1750000,28.41,4.03,287.0
2023-02-14,Chennai,South,1750000,28.41,4.03,287.0
2023-02-15,Chennai,ALL,5000000,30.29,4.94,820.0
2023-02-15,Chennai,North,1500000,30.29,4.94,246.0
2023-02-15,Chennai,Central,1750000,30.29,4.94,287.0
2023-02-15,Chennai,South,1750000,30.29,4.94,287.0
2023-02-16,Chennai,ALL,5000000,27.89,2.34,820.0
2023-02-16,Chennai,North,1500000,27.89,2.34,246.0
2023-02-16,Chennai,Central,1750000,27.89,2.34,287.0
2023-02-16,Chennai,South,1750000,27.89,2.34,287.0
2023-02-17,Chennai,ALL,5000000,28.82,0.07,820.0
2023-02-17,Chennai,North,1500000,28.82,0.07,246.0
2023-02-17,Chennai,Central,1750000,28.82,0.07,287.0
2023-02-17,Chennai,South,1750000,28.82,0.07,287.0
2023-02-18,Chennai,ALL,5000000,30.89,3.52,820.0
2023-02-18,Chennai,North,1500000,30.89,3.52,246.0
2023-02-18,Chennai,Central,1750000,30.89,3.52,287.0
2023-02-18,Chennai,South,1750000,30.89,3.52,287.0
2023-02-19,Chennai,ALL,5000000,30.02,2.53,820.0
2023-02-19,Chennai,North,1500000,30.02,2.53,246.0
2023-02-19,Chennai,Central,1750000,30.02,2.53,287.0
2023-02-19,Chennai,South,1750000,30.02,2.53,287.0
2023-02-20,Chennai,ALL,5000000,25.75,2.16,820.0
2023-02-20,Chennai,North,1500000,25.75,2.16,246.0
2023-02-20,Chennai,Central,1750000,25.75,2.16,287.0
2023-02-20,Chennai,South,1750000,25.75,2.16,287.0
2023-02-21,Chennai,ALL,5000000,28.97,1.4,820.0
2023-02-21,Chennai,North,1500000,28.97,1.4,246.0
2023-02-21,Chennai,Central,1750000,28.97,1.4,287.0
2023-02-21,Chennai,South,1750000,28.97,1.4,287.0
2023-02-22,Chennai,ALL,5000000,29.52,3.81,820.0
2023-02-22,Chennai,North,1500000,29.52,3.81,246.0
2023-02-22,Chennai,Central,1750000,29.52,3.81,287.0
2023-02-22,Chennai,South,1750000,29.52,3.81,287.0
2023-02-23,Chennai,ALL,5000000,35.66,3.35,861.0
2023-02-23,Chennai,North,1500000,35.66,3.35,258.3
2023-02-23,Chennai,Central,1750000,35.66,3.35,301.35
2023-02-23,Chennai,South,1750000,35.66,3.35,301.35
2023-02-24,Chennai,ALL,5000000,30.77,2.85,820.0
2023-02-24,Chennai,North,1500000,30.77,2.85,246.0
2023-02-24,Chennai,Central,1750000,30.77,2.85,287.0
2023-02-24,Chennai,South,1750000,30.77,2.85,287.0
2023-02-25,Chennai,ALL,5000000,24.24,2.95,820.0
2023-02-25,Chennai,North,1500000,24.24,2.95,246.0
2023-02-25,Chennai,Central,1750000,24.24,2.95,287.0
2023-02-25,Chennai,South,1750000,24.24,2.95,287.0
2023-02-26,Chennai,ALL,5000000,30.18,7.93,779.0
2023-02-26,Chennai,North,1500000,30.18,7.93,233.7
2023-02-26,Chennai,Central,1750000,30.18,7.93,272.65
2023-02-26,Chennai,South,1750000,30.18,7.93,272.65
2023-02-27,Chennai,ALL,5000000,29.42,3.6,820.0
2023-02-27,Chennai,North,1500000,29.42,3.6,246.0
2023-02-27,Chennai,Central,1750000,29.42,3.6,287.0
2023-02-27,Chennai,South,1750000,29.42,3.6,287.0
2023-02-28,Chennai,ALL,5000000,29.9,0.66,820.0
2023-02-28,Chennai,North,1500000,29.9,0.66,246.0
2023-02-28,Chennai,Central,1750000,29.9,0.66,287.0
2023-02-28,Chennai,South,1750000,29.9,0.66,287.0
2023-03-01,Chennai,ALL,5000000,33.43,4.5,861.0
2023-03-01,Chennai,North,1500000,33.43,4.5,258.3
2023-03-01,Chennai,Central,1750000,33.43,4.5,301.35
2023-03-01,Chennai,South,1750000,33.43,4.5,301.35
2023-03-02,Chennai,ALL,5000000,32.37,1.18,861.0
2023-03-02,Chennai,North,1500000,32.37,1.18,258.3
2023-03-02,Chennai,Central,1750000,32.37,1.18,301.35
2023-03-02,Chennai,South,1750000,32.37,1.18,301.35
2023-03-03,Chennai,ALL,5000000,34.21,0.2,861.0
2023-03-03,Chennai,North,1500000,34.21,0.2,258.3
2023-03-03,Chennai,Central,1750000,34.21,0.2,301.35
2023-03-03,Chennai,South,1750000,34.21,0.2,301.35
2023-03-04,Chennai,ALL,5000000,31.76,7.38,779.0
2023-03-04,Chennai,North,1500000,31.76,7.38,233.7
2023-03-04,Chennai,Central,1750000,31.76,7.38,272.65
2023-03-04,Chennai,South,1750000,31.76,7.38,272.65
2023-03-05,Chennai,ALL,5000000,27.03,1.87,820.0
2023-03-05,Chennai,North,1500000,27.03,1.87,246.0
2023-03-05,Chennai,Central,1750000,27.03,1.87,287.0
2023-03-05,Chennai,South,1750000,27.03,1.87,287.0
2023-03-06,Chennai,ALL,5000000,30.3,1.99,820.0
2023-03-06,Chennai,North,1500000,30.3,1.99,246.0
2023-03-06,Chennai,Central,1750000,30.3,1.99,287.0
2023-03-06,Chennai,South,1750000,30.3,1.99,287.0
2023-03-07,Chennai,ALL,5000000,25.35,3.14,820.0
2023-03-07,Chennai,North,1500000,25.35,3.14,246.0
2023-03-07,Chennai,Central,1750000,25.35,3.14,287.0
2023-03-07,Chennai,South,1750000,25.35,3.14,287.0
2023-03-08,Chennai,ALL,5000000,26.81,3.95,820.0
2023-03-08,Chennai,North,1500000,26.81,3.95,246.0
2023-03-08,Chennai,Central,1750000,26.81,3.95,287.0
2023-03-08,Chennai,South,1750000,26.81,3.95,287.0
2023-03-09,Chennai,ALL,5000000,27.24,6.1,779.0
2023-03-09,Chennai,North,1500000,27.24,6.1,233.7
2023-03-09,Chennai,Central,1750000,27.24,6.1,272.65
2023-03-09,Chennai,South,1750000,27.24,6.1,272.65
2023-03-10,Chennai,ALL,5000000,27.65,2.36,820.0
2023-03-10,Chennai,North,1500000,27.65,2.36,246.0
2023-03-10,Chennai,Central,1750000,27.65,2.36,287.0
2023-03-10,Chennai,South,1750000,27.65,2.36,287.0
2023-03-11,Chennai,ALL,5000000,32.44,0.54,861.0
2023-03-11,Chennai,North,1500000,32.44,0.54,258.3
2023-03-11,Chennai,Central,1750000,32.44,0.54,301.35
2023-03-11,Chennai,South,1750000,32.44,0.54,301.35
2023-03-12,Chennai,ALL,5000000,30.68,5.61,820.0
2023-03-12,Chennai,North,1500000,30.68,5.61,246.0
2023-03-12,Chennai,Central,1750000,30.68,5.61,287.0
2023-03-12,Chennai,South,1750000,30.68,5.61,287.0
2023-03-13,Chennai,ALL,5000000,25.18,3.37,820.0
2023-03-13,Chennai,North,1500000,25.18,3.37,246.0
2023-03-13,Chennai,Central,1750000,25.18,3.37,287.0
2023-03-13,Chennai,South,1750000,25.18,3.37,287.0
2023-03-14,Chennai,ALL,5000000,30.78,4.56,820.0
2023-03-14,Chennai,North,1500000,30.78,4.56,246.0
2023-03-14,Chennai,Central,1750000,30.78,4.56,287.0
2023-03-14,Chennai,South,1750000,30.78,4.56,287.0
2023-03-15,Chennai,ALL,5000000,26.29,0.36,820.0
2023-03-15,Chennai,North,1500000,26.29,0.36,246.0
2023-03-15,Chennai,Central,1750000,26.29,0.36,287.0
2023-03-15,Chennai,South,1750000,26.29,0.36,287.0
2023-03-16,Chennai,ALL,5000000,31.57,3.59,820.0
2023-03-16,Chennai,North,1500000,31.57,3.59,246.0
2023-03-16,Chennai,Central,1750000,31.57,3.59,287.0
2023-03-16,Chennai,South,1750000,31.57,3.59,287.0
2023-03-17,Chennai,ALL,5000000,30.75,3.69,820.0
2023-03-17,Chennai,North,1500000,30.75,3.69,246.0
2023-03-17,Chennai,Central,1750000,30.75,3.69,287.0
2023-03-17,Chennai,South,1750000,30.75,3.69,287.0
2023-03-18,Chennai,ALL,5000000,27.96,3.46,820.0
2023-03-18,Chennai,North,1500000,27.96,3.46,246.0
2023-03-18,Chennai,Central,1750000,27.96,3.46,287.0
2023-03-18,Chennai,South,1750000,27.96,3.46,287.0
2023-03-19,Chennai,ALL,5000000,30.88,1.57,820.0
2023-03-19,Chennai,North,1500000,30.88,1.57,246.0
2023-03-19,Chennai,Central,1750000,30.88,1.57,287.0
2023-03-19,Chennai,South,1750000,30.88,1.57,287.0
2023-03-20,Chennai,ALL,5000000,35.6,3.95,861.0
2023-03-20,Chennai,North,1500000,35.6,3.95,258.3
2023-03-20,Chennai,Central,1750000,35.6,3.95,301.35
2023-03-20,Chennai,South,1750000,35.6,3.95,301.35
2023-03-21,Chennai,ALL,5000000,26.43,4.31,820.0
2023-03-21,Chennai,North,1500000,26.43,4.31,246.0
2023-03-21,Chennai,Central,1750000,26.43,4.31,287.0
2023-03-21,Chennai,South,1750000,26.43,4.31,287.0
2023-03-22,Chennai,ALL,5000000,27.08,4.57,820.0
2023-03-22,Chennai,North,1500000,27.08,4.57,246.0
2023-03-22,Chennai,Central,1750000,27.08,4.57,287.0
2023-03-22,Chennai,South,1750000,27.08,4.57,287.0
2023-03-23,Chennai,ALL,5000000,33.48,1.36,861.0
2023-03-23,Chennai,North,1500000,33.48,1.36,258.3
2023-03-23,Chennai,Central,1750000,33.48,1.36,301.35
2023-03-23,Chennai,South,1750000,33.48,1.36,301.35
2023-03-24,Chennai,ALL,5000000,32.89,3.83,861.0
2023-03-24,Chennai,North,1500000,32.89,3.83,258.3
2023-03-24,Chennai,Central,1750000,32.89,3.83,301.35
2023-03-24,Chennai,South,1750000,32.89,3.83,301.35
2023-03-25,Chennai,ALL,5000000,32.47,6.79,861.0
2023-03-25,Chennai,North,1500000,32.47,6.79,258.3
2023-03-25,Chennai,Central,1750000,32.47,6.79,301.35
2023-03-25,Chennai,South,1750000,32.47,6.79,301.35
2023-03-26,Chennai,ALL,5000000,29.26,1.49,820.0
2023-03-26,Chennai,North,1500000,29.26,1.49,246.0
2023-03-26,Chennai,Central,1750000,29.26,1.49,287.0
2023-03-26,Chennai,South,1750000,29.26,1.49,287.0
2023-03-27,Chennai,ALL,5000000,27.33,1.37,820.0
2023-03-27,Chennai,North,1500000,27.33,1.37,246.0
2023-03-27,Chennai,Central,1750000,27.33,1.37,287.0
2023-03-27,Chennai,South,1750000,27.33,1.37,287.0
2023-03-28,Chennai,ALL,5000000,29.77,3.68,820.0
2023-03-28,Chennai,North,1500000,29.77,3.68,246.0
2023-03-28,Chennai,Central,1750000,29.77,3.68,287.0
2023-03-28,Chennai,South,1750000,29.77,3.68,287.0
2023-03-29,Chennai,ALL,5000000,30.83,4.65,820.0
2023-03-29,Chennai,North,1500000,30.83,4.65,246.0
2023-03-29,Chennai,Central,1750000,30.83,4.65,287.0
2023-03-29,Chennai,South,1750000,30.83,4.65,287.0
2023-03-30,Chennai,ALL,5000000,30.04,5.91,820.0
2023-03-30,Chennai,North,1500000,30.04,5.91,246.0
2023-03-30,Chennai,Central,1750000,30.04,5.91,287.0
2023-03-30,Chennai,South,1750000,30.04,5.91,287.0
2023-03-31,Chennai,ALL,5000000,29.21,8.44,779.0
2023-03-31,Chennai,North,1500000,29.21,8.44,233.7
2023-03-31,Chennai,Central,1750000,29.21,8.44,272.65
2023-03-31,Chennai,South,1750000,29.21,8.44,272.65
2023-04-01,Chennai,ALL,5000000,31.88,1.29,820.0
2023-04-01,Chennai,North,1500000,31.88,1.29,246.0
2023-04-01,Chennai,Central,1750000,31.88,1.29,287.0
2023-04-01,Chennai,South,1750000,31.88,1.29,287.0
2023-04-02,Chennai,ALL,5000000,26.79,3.96,820.0
2023-04-02,Chennai,North,1500000,26.79,3.96,246.0
2023-04-02,Chennai,Central,1750000,26.79,3.96,287.0
2023-04-02,Chennai,South,1750000,26.79,3.96,287.0
2023-04-03,Chennai,ALL,5000000,29.33,4.43,820.0
2023-04-03,Chennai,North,1500000,29.33,4.43,246.0
2023-04-03,Chennai,Central,1750000,29.33,4.43,287.0
2023-04-03,Chennai,South,1750000,29.33,4.43,287.0
2023-04-04,Chennai,ALL,5000000,31.42,2.85,820.0
2023-04-04,Chennai,North,1500000,31.42,2.85,246.0
2023-04-04,Chennai,Central,1750000,31.42,2.85,287.0
2023-04-04,Chennai,South,1750000,31.42,2.85,287.0
2023-04-05,Chennai,ALL,5000000,27.46,0.0,820.0
2023-04-05,Chennai,North,1500000,27.46,0.0,246.0
2023-04-05,Chennai,Central,1750000,27.46,0.0,287.0
2023-04-05,Chennai,South,1750000,27.46,0.0,287.0
2023-04-06,Chennai,ALL,5000000,28.66,4.71,820.0
2023-04-06,Chennai,North,1500000,28.66,4.71,246.0
2023-04-06,Chennai,Central,1750000,28.66,4.71,287.0
2023-04-06,Chennai,South,1750000,28.66,4.71,287.0
2023-04-07,Chennai,ALL,5000000,30.64,0.51,820.0
2023-04-07,Chennai,North,1500000,30.64,0.51,246.0
2023-04-07,Chennai,Central,1750000,30.64,0.51,287.0
2023-04-07,Chennai,South,1750000,30.64,0.51,287.0
2023-04-08,Chennai,ALL,5000000,30.52,3.77,820.0
2023-04-08,Chennai,North,1500000,30.52,3.77,246.0
2023-04-08,Chennai,Central,1750000,30.52,3.77,287.0
2023-04-08,Chennai,South,1750000,30.52,3.77,287.0
2023-04-09,Chennai,ALL,5000000,27.35,3.31,820.0
2023-04-09,Chennai,North,1500000,27.35,3.31,246.0
2023-04-09,Chennai,Central,1750000,27.35,3.31,287.0
2023-04-09,Chennai,South,1750000,27.35,3.31,287.0
2023-04-10,Chennai,ALL,5000000,30.17,0.71,820.0
2023-04-10,Chennai,North,1500000,30.17,0.71,246.0
2023-04-10,Chennai,Central,1750000,30.17,0.71,287.0
2023-04-10,Chennai,South,1750000,30.17,0.71,287.0
2023-04-11,Chennai,ALL,5000000,31.07,4.12,820.0
2023-04-11,Chennai,North,1500000,31.07,4.12,246.0
2023-04-11,Chennai,Central,1750000,31.07,4.12,287.0
2023-04-11,Chennai,South,1750000,31.07,4.12,287.0
2023-04-12,Chennai,ALL,5000000,33.25,5.11,861.0
2023-04-12,Chennai,North,1500000,33.25,5.11,258.3
2023-04-12,Chennai,Central,1750000,33.25,5.11,301.35
2023-04-12,Chennai,South,1750000,33.25,5.11,301.35
2023-04-13,Chennai,ALL,5000000,25.87,1.12,820.0
2023-04-13,Chennai,North,1500000,25.87,1.12,246.0
2023-04-13,Chennai,Central,1750000,25.87,1.12,287.0
2023-04-13,Chennai,South,1750000,25.87,1.12,287.0
2023-04-14,Chennai,ALL,5000000,31.55,4.03,820.0
2023-04-14,Chennai,North,1500000,31.55,4.03,246.0
2023-04-14,Chennai,Central,1750000,31.55,4.03,287.0
2023-04-14,Chennai,South,1750000,31.55,4.03,287.0
2023-04-15,Chennai,ALL,5000000,31.55,10.71,779.0
2023-04-15,Chennai,North,1500000,31.55,10.71,233.7
2023-04-15,Chennai,Central,1750000,31.55,10.71,272.65
2023-04-15,Chennai,South,1750000,31.55,10.71,272.65
2023-04-16,Chennai,ALL,5000000,31.71,5.27,820.0
2023-04-16,Chennai,North,1500000,31.71,5.27,246.0
2023-04-16,Chennai,Central,1750000,31.71,5.27,287.0
2023-04-16,Chennai,South,1750000,31.71,5.27,287.0
2023-04-17,Chennai,ALL,5000000,32.86,4.3,861.0
2023-04-17,Chennai,North,1500000,32.86,4.3,258.3
2023-04-17,Chennai,Central,1750000,32.86,4.3,301.35
2023-04-17,Chennai,South,1750000,32.86,4.3,301.35
2023-04-18,Chennai,ALL,5000000,29.05,4.52,820.0
2023-04-18,Chennai,North,1500000,29.05,4.52,246.0
2023-04-18,Chennai,Central,1750000,29.05,4.52,287.0
2023-04-18,Chennai,South,1750000,29.05,4.52,287.0
2023-04-19,Chennai,ALL,5000000,27.68,2.53,820.0
2023-04-19,Chennai,North,1500000,27.68,2.53,246.0
2023-04-19,Chennai,Central,1750000,27.68,2.53,287.0
2023-04-19,Chennai,South,1750000,27.68,2.53,287.0
2023-04-20,Chennai,ALL,5000000,28.54,3.16,820.0
2023-04-20,Chennai,North,1500000,28.54,3.16,246.0
2023-04-20,Chennai,Central,1750000,28.54,3.16,287.0
2023-04-20,Chennai,South,1750000,28.54,3.16,287.0
2023-04-21,Chennai,ALL,5000000,36.94,0.0,861.0
2023-04-21,Chennai,North,1500000,36.94,0.0,258.3
2023-04-21,Chennai,Central,1750000,36.94,0.0,301.35
2023-04-21,Chennai,South,1750000,36.94,0.0,301.35
2023-04-22,Chennai,ALL,5000000,32.06,0.0,861.0
2023-04-22,Chennai,North,1500000,32.06,0.0,258.3
2023-04-22,Chennai,Central,1750000,32.06,0.0,301.35
2023-04-22,Chennai,South,1750000,32.06,0.0,301.35
2023-04-23,Chennai,ALL,5000000,28.58,5.18,820.0
2023-04-23,Chennai,North,1500000,28.58,5.18,246.0
2023-04-23,Chennai,Central,1750000,28.58,5.18,287.0
2023-04-23,Chennai,South,1750000,28.58,5.18,287.0
2023-04-24,Chennai,ALL,5000000,30.19,0.84,820.0
